Index,Term
32554,চলুন অস্ট্রেলিয়ার মিউজিয়ামটা আমার চোখ দিয়ে ঘুরে দেখাই।
32555,রবীন্দ্র নাথ ঠাকুর এর মতো একটা কৌতুক মতো কবিতা আবৃত্তি কর
32556,আপনি এমন একটি বক্তব্য দিন যেটায় আপনি নিজে বিশ্বাস করেন না
32557,বর্তমানে ধানমন্ডি এলাকায় ফ্ল্যাট কেনা কতটুকু যুক্তিযুক্ত 
32558,#chat কিভাবে ফেসবুক এ ছবি আপলোড করলে কোয়ালিটি ভালো থাকবে
32559,আমার পছন্দের মানুষকে নিয়ে আমার কেমন ভালো ধারনা করা দরকার 
32560,মাইকেল জ্যাকসনকে নিয়ে স্ক্রীপ্ট আরো বিস্তারিত জানতে চাই 
32561,মুরগির দুধ দিয়ে কেকা ফেরদৌসী কিভাবে নুডলস রান্না করবেন ??
32562,আলুর চপ বানানোর পরে সেখানে কি কোনো রাসায়নিক পরিবর্তন ঘটে?
32563,আমেরিকার মানবাধিকার রিপোর্টে বাংলাদেশ সম্পর্কে কি বলেছে? 
32564,একটা বিজনেস ফেসবুক পেজের জন্য রমজানের শুভেচ্ছা বানি লিখুন
32565,পড়াশোনা ছাড়া অস্ট্রেলিয়া কি যাওয়া যায় আমার স্টাডি গেপ আছে
32566,Write a paragraph in 'Bangabandhu Sheikh Mujibur Rahman'.
32567,Write a paragraph on 'Bangabandhu Sheikh Mujibur Rahman'.
32568,বাংলাদেশে ড্রাইভিং লাইসেন্স অনলাইনে দেখা যেতো কত সাল থেকে
32569,বঙ্গবন্ধু শেখ মুজিবুর রহমানকে কে বঙ্গবন্ধু উপাধি কে দিছে?
32570,বর্তমান বাংলাদেশ সরকারের স্বৈরাচারিতা সম্পর্কে জানতে চাই।
32571,ক্লথিং ব্রান্ডের জন্য প্রোডাক্ট ডেসক্রিপশান লিখ পাঞ্জাবি 
32572,বাংলাদেশের অর্থনৈতিক উন্নয়নে বিদেশী সাহায্য দরকার আছে কি?
32573,banijjo melay free te je idea dey oikhane dhukso kokhono?
32574,"আমি এর পরিবর্তে কি বলতে পারি ""ভালো কিছুর অপেক্ষায় রইলাম"""
32575,Bangla noboborsho greetings to my dearest colleague sadia
32576,What was the first line written by a programming language
32577,Shamsad Sultana Khanam Bangladesh er ke ebong tar poricjo
32578,ইসরায়েলি বাহিণী যে গণহত্যা করছে তা নিয়ে তোমার মতামত দাও  
32579,হুলিয়া নির্মলেন্দু গুণ কবিতার মূল বিষয় ভাবনা আলোচনা করো
32580,২০২২ সালের সরকারি চাকরির গ্রুরুত্বপূর্ন প্রশ্ন এবং উত্তর।
32581,আপনি কি অনলাইনে ক্রিমিনাল অ্যাক্টিভিটি সম্পর্কে জানতে চান
32582,আমি কীভাবে আমার একব্যাচ নিচের মেয়ের সাথে প্রেম করতে পারি?
32583,Facebook থেকে Md Liakot এর ব্যাপারে জেনে আস যেসে একা কিনা
32584,৪০০০০ টাকা ঋণের উদ্দেশ্যে কোম্পানির কাছে একটি আবেদন লিখুন
32585,About mocha cyclone assume desturction tell me in english
32586,write a cricket world cup song for Center fresh in bangla
32587,তুমি আমাকে একটা ফুড রিভিউ নিয়ে স্ক্রিপ্ট লিখে দিতে পারবে?
32588,In which year did Kalpana Chawla became 62 age years old?
32589,বিক্রয় কৃত ফ্ল্যাটের সুবিধা প্রাপ্তি প্রসঙ্গে আবেদন পত্র
32590,কবি সৈয়দ আলী আহসান এর ১২০০ বাকে্যর উপস্থাপনা বানিয়ে দাও
32591,এইটা কি কোনো অ্যালগরিদম নাকি  আর্টিফিশিয়াল ইন্টেলিজেন্স?
32592,মোখলেসের কাছে এসাইনমেন্ট চেয়ে কি স্যারের দোষ হয়ে গেছিলো? 
32593,মোকলেসের কাছে এসাইনমেন্ট চেয়ে কি স্যার কোন দোষ করেছিলেন? 
32594,আপনাকে কে design করেছেন? কোন ইউনিভার্সিটি এর ছাত্র ওনারা 
32595,করিম রহিমকে  বিয়ে করতে চায়। তাদের  সম্পর্কে কী মনে করেন
32596,রবীন্দ্রনাথ আর আইনস্টাইন মারামারি করছে এমন একটা গল্প লেখো
32597,বাংলা ভাষার গ্রমারোলি তৈরি করতে কী ধরনের কাজ করা প্রয়োজন
32598,আপনি ভুল লিখেছেন ড. দেবপ্রিয় ভট্টাচার্য একজন অর্থনীতিবিদ 
32599,একটি গল্প লিখুনঃ রাকিব একজন চিত্রশিল্পি যে সারাদিন ঘুমায়।
32600,একাডেমিক পড়াশোনা ভালো লাগে না। এটি নিয়ে মজার জোকস্ বলো 
32601,ইন্সপায়রা এডভাইজরি এন্ড কনসাল্টিং লিমিটেড নিয়ে কিছু বলুন 
32602,বাংলাদেশী স্টুডেন্টস কমিউনিটি ইন ইউরোপ সম্পর্কে কিছু বলুন
32603,জাহাঙ্গীরনগর বিশ্ববিদ্যালের কোন ডিপার্টমেন্ট সবচেয়ে ভালো?
32604, বাংলাদেশের বর্তমান অবস্থার কোন দিক টা আগে ঠিক করা উচিত? 
32605,আমাকে পদার্থবিজ্ঞানে ভাল করতে সাহায্য কর। কিছু লিঙ্ক দাও 
32606,নটির পুলাকে ধরার জন্য শাহিনকে উদ্বুদ্ধ করে একটি কবিতা লেখ
32607,আচ্ছা। পরে আলাপ করবোনে। আলাপ জমতেছেনা। আপনে আরেকটু বড় হন।
32608,YouTube link থেকে ক্যাপশন সংগ্রহ করে বাংলা অনুবাদ করে দিন
32609,বাংলাদেশ ও পাকিস্তান এর মধ্যে কোন দেশে বাস করা সুবিধাজনক 
32610,একটি সি প্রোগ্রাম তৈরি করুন যা দুটি সঙ্কার যোগফল বের করে।
32611,বাংলাদেশে প্লাস্টিক দূষণের  ক্ষতিকর দিকগুলো  ব্যাখ্যা কর 
32612,দুই জন শুধু কথা বলা বন্ধু তাদের নিয়ে একটা খুনের  গল্প লিখ
32613,"পতে পাঁচ পতে পানি, পাঁচ টাকায় সারামাস পান করি সুপেয় পানি "
32614,তুমি আমাকে ai সম্পর্কে ২০০০ শব্দের একটি article লিখে দাও 
32615,এটিএম কার্ড সমস্যা সম্পর্কে একটি ব্যাঙ্কে একটি চিঠি লিখুন
32616,মাদকাসক্ত নিয়ে তোমার ধারনা বিস্তারিত বর্ণনা কর  ১ পৃষ্ঠা
32617,নোবেল খানকে অনেকেই মোসাদের এজেন্ট হিসেবে সন্দেহ করে কেনো?
32618,আলাপচারী প্রায়ই অবাস্তব তথ্যমূলক রিস্পন্স দেয়। is it true
32619,   আপনি আমাকে  সেক্স  সম্পর্কে একটি গল্প লিখে দিতে পারেন?
32620,মুক্তিযুদ্ধ নিয়ে ২০ টি গুরুত্বপূর্ণ প্রশ্ন উত্তর সহ লেখো 
32621,ওয়াই ফাই এর গুরুত্ব আলোচনা করে বন্ধুর নিকট একটি পত্র লিখো
32622,"আলাপচারী ও  গরুর মধ্যে পার্থক্য, ভালই বলেছেন বুদ্ধি ভালো।"
32623,শাহরিয়ার একজন লোভি মিত্থুক লোক।।। তার সম্মন্ধে একটি কবিতা
32624,বাংলাদেশের সবচেয়ে ধনী ব্যক্তি কে?ওকে সোর্স এর লিঙ্ক দাও 
32625,গাজিপুরের জুট ব্যাবসায়ী শরীফ পিয়া বিপাশাকে চুদতে চায় কেন?
32626,বাংলাদেশের মহান স্বাধীনতা দিবস নিয়ে ৮ শব্দের একটি কপি দিন
32627,খালেদ হোসেন নামের কোনো বিখ্যাত ব্যাক্তি সম্পর্কে জানতে চাই
32628,"এখন থেকে কথোপকথন ইংরেজিতে চালিয়ে যায় আমরা, তুমি কি রাজি?"
32629,"শেখ হাসিনা সরকার অনেক অর্থ পাচার করে দিছে, এর ভবিষ্যৎ কি? "
32630, আমার পছন্দের (মা-ছেলে) INCEST চটি গল্পের তালিকা [৩০১-৪২৭]
32631,কবি ও প্রাবন্ধিক নাসরুল্লাহ শাকুরি সম্পর্কে সংক্ষেপে বলুন 
32632,কবি ও সাহিত্যিক নাসরুল্লাহ  শাকুরি সম্পর্কে সংক্ষেপে বলুন 
32633,মো. মুশফিকুর রহমান তুষার যে একজন ফটোগ্রাফার তার প্রমাণ কী?
32634,চাকরিতে জয়েন না করে বিসিএস পরীক্ষা দেওয়া কি বোকামি নয়? 
32635,একটি গল্প বলো এক্সেখানে একটি ছেলে একা থাকে তার পুরোটো জীবন
32636, তোমার নির্মাতা ফাহমিদুল হাসান একটা মিথ্যাবাদী এবং চাটুকার
32637,হাইরেদ্দীন বারবারোসা: সমুদ্র ঈগল খ্যাত এক অদম্য মুসলিম বীর
32638,ইমা কে ভালোবাসি কিন্তু সে আমাকে ভালোবাসে না এখন কি করা যায়
32639,বাংলাদেশ ক্রিকেট টিম বর্তমানে কোন দেশের সাথে সিরিজ খেলতেছে
32640,"স্কাইনেট ব্রডব্যান্ড সার্ভিস, সুনামগঞ্জ এর বিষয়ে জানতে চাই"
32641,"ami tomar sathe prem korte chai, i love you baby Alapchari"
32642,অভয়ারণ্য পরিদর্শন এর অভিজ্ঞতার কথা জানিয়ে বন্ধুকে চিঠি লেখ
32643,"অ্যানড্রয়েডের  জাভা দিয়ে ""স্বাগতম"" লিখে হোম পেজ তৈরি করুন "
32644,জ্বর মাথা ব্যাথা ও কাশি হলে কি ওষুধ খেতে হবে এবং কি করনীয়
32645,যশোর বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয় সম্পর্কে কিছু বলেন 
32646, মাননীয় প্রধানমন্ত্রী শেখ হাসিনা নিয়ে পসিটিভ কমেন্ট লিখুন 
32647,সমুদ্র সৈকতের চেয়ে উপভোগ্য পর্যটন কেন্দ্র কোনটা হতে পারে?
32648,ভদ্র ছেলে ছোট ভাইকে নিয়ে একটি ছোট উক্তি লিখে দিন আবেগ দিয়ে
32649,রাদারফোর্ড আর বোর পরমাণু মডেলের মধ্যে ৪টি পার্থক্য লিখুন। 
32650,আমরা বাংলায় কথা না বলে ইংরেজিতে কথা বলার চেষ্টা করব এখানে
32651,একটি স্ক্রিপ্ট লিখো যে কিভাবে একটি ফেসবুক একাউন্ট করতে হয়।
32652,পবিত্র রমজান মোবারক পবিত্র রমজান এর রোজা সম্পর্কে কিছু বলে
32653,বাংলাদেশের বর্তমান অর্থনৈতিক অবস্থা সম্পর্কে জানতে চাচ্ছি।
32654,"আমার জন্য একটা কোড লিখ। বিজনেস ওয়েবসাইট এর জন্য। HTML, CSS"
32655,স্টেফানোফিলারিয়াসিস রোগ সম্পর্কে বিস্তারিত জানতে চাই      
32656,"""বঙ্গবন্ধু ও বিদ্রোহী মার্চ"" শীর্ষক একটি প্রবন্ধ রচনা করুন"
32657,বিশ্বায়ন ও আমাদের সংস্কৃতির উপর এর প্রভাব। ২০০ শব্দে লিখো
32658,চ্যাট জিপিটি ও আলাপচারী দুইটির মধ্যে কোনটি বেশি ভালো? কেন?
32659,বাংলাদেশের জনপ্রিয় সাইবার সিকিউরিটি জার্নালিস্ট এর নাম কি?
32660,বাংলাদেশের হেভি মেটাল ব্যান্ড ইএফ নিয়ে একটি আর্টিকেল লিখুন
32661,ফায়সাল মামা এত জায়গা থাকতে রোহিঙ্গা জনগোষ্ঠীর সাথে কি করে?
32662,কোরানের মতন করে আমাকে একটা নতুন সুরাহ লিখে দাও আরবী ভাষায়
32663,ইন্টারন্যাশনাল ড্রাইভিং লাইসেন্সে ফিঙ্গার কত সালে যুক্ত হয়
32664,কৃষিপণ্য ট্রেডিং প্ল্যাটফর্ম স্টার্টআপ এর নাম সাজেস্ট করুন
32665,আলহামরা প্রকাশনীর খান মুহাম্মদ মুরসালীন সম্পর্কে জানতে চাই
32666,লিনাক্সের এন-ম্যাপ টুল এর যম্বি স্ক্যাল সম্পর্কে কি জানেন?
32667,আমি ভালোবাসতে চাই ? আপনি কি ভালোবাসতে সাহায্য করতে পারেন ?
32668,১০টি প্রশ্নের পরীক্ষা বানাও পদার্থ এস এস সি বিজ্ঞান এর উপর
32669,১০টি প্রশ্নের পরীক্ষা বানাও এস এস সি পদার্থ বিজ্ঞান এর উপর
32670,আমাকে একটি বাঁশের তৈরি ফুলদানির একটি এ  পণ্যের বিবরণ লিখুন
32671,একটি টেলিকম কোম্পানির ডিজিটাল পণের ক্যাম্পেইন শ্লোগান বলুন
32672,বাংলাদেশি সাংবাদিক জাফর ইকবাল সম্পর্কে বিস্তারিত জানতে চাই
32673,#chat সাইমা না বুঝেই চিল্লায় এক্ষেত্রে কি করা উচিত সোনা?🗿🤓
32674,মজলুম যুব সমাজ এর উপর অপবাদ এর বিরুদ্ধে প্রতিবাদ ঘোষণাপত্র
32675,নন্দিত নরকে’ উপন্যাসের নায়ক হিসেবে তুমি কাকে মনে করো? কেনো
32676,বাংলাদেশে অপেশাদার ড্রাইভিং লাইসেন্স ফিঙ্গার যুক্ত কত সালে
32677,একটি স্পর্শ কাতর মামলার বিষয়ে তদন্ত কমিটির ব্যবস্থা গ্রহণ 
32678,একজন বিবাহিত সদ্য বিবাহিত মহিলার পক্ষে কি পরকীয়া করা উচিত
32679,"Can you make this text better, fix the grammar, and so on?"
32680,যৌন সমস্যার জন্য কফির উপকারিতা সম্পর্কে বিস্তারিত লিখে দাও
32681,#chat আগে অসভ্য সমাজ কেন মানুষের মাংস তারা প্রতিনিয়ত খেতো?
32682,আমাকে কুষ্টিয়া জেলার দর্শনীয় স্থান নিয়ে একটা রচনা লিখে দাও
32683,ডিজিটাল মার্কেটিং জন্য একটি উপযুক্ত ডোমেইন নাম সাজেশন করুন
32684,একটা বিজনেস ফেসবুক পেজের জন্য রমজানের শুভেচ্ছা বানি লিখুন।
32685,সৈয়দ ওয়ালিউলাহ এর লেখা  নয়নচারা গল্পের মূলভাব বুঝিয়ে  দাও 
32686,Desher political situation er bepare motobat prokash koren
32687,অভিকর্ষজ ত্বরণের মান কি সব সময় মহাকর্ষ প্রাবল্যর সমান হয়?
32688,ফ্রিল্যান্সিং ক্যাটাগরী  প্রফেশনাল ডোমেইন নাম সাজেশন করুন।
32689,make a tagline including cow meat distribution or donation
32690,দৈনন্দিন জীবনে বিজ্ঞান সম্পর্কে একটি রচনা লিখুন (200 শব্দ)
32691,বীরশ্রেষ্ঠরা কেন জীবন বাজি রেখে যুদ্ধ করেছে চার লাইনে বলুন
32692,দুই দন্ডে চলে যায় দ'দিনের পথ।এবাক্যে 'দুই দন্ডে' কোন কারক?
32693,"তুমি কি ""বিজ্ঞান চিন্তা "" ম্যাগাজিন বইটাকে জান? কেমন তারা।"
32694,ai matro bolla tomi kiso shikte chow akhon abar na korteso
32695,কিভাবে ঢাকা বিশ্ববিদ্যালয় ভর্তি পরীক্ষায় উত্তীর্ণ হতে পারি
32696,Lomba ekta shahittik bhabe bangale likhe din birthday wish
32697,এসএসসি পরীক্ষায় বাংলা ১ ও বাংলা ২ নৈবিত্তিক কি আলাদা পাস?
32698,Facebook থেকে Md Liakot এর ব্যাপারে জেনে আস যে সে একা কিনা
32699,নিউক্লিয়ার প্ল্যান্ট নির্বাচনে বিবেচ্য বিষয় গুলি কি কি? 
32700,ইলেকট্রনের এস ব্লকের মৌলের সাধারণ ধর্মাবলী সাধারণ ধর্মাবলী
32701,আমি গ্রামে থাকি এবং ক্যাসি নেইস্টাইন এর মত ব্লগ বানাতে চাই
32702,Mocha cylone er assumed destruction dhomporke bole banglai
32703,বনলতা সেন ও সুরঞ্জনা এর মধ্যে কোন চরিত্রটি বেশি জনপ্রিয়? 
32704,i have no option to do bachelor so what should i do right 
32705,facebook kokhon bangla prothom support kore? resource link
32706,৩৫-৪৫ তম পর্যন্ত বিসিএস পরীক্ষার পূর্ববর্তী প্রশ্নগুলো কি 
32707,আমাকে খাবার নিয়ে একটা কল্পকাহিনি লিখতে সাহায্য করবে?প্লিজ?
32708,নিরপেক্ষ রেখার সাহায্যে ভোক্তার ভারসাম্য অবস্থা ব‍্যাখা কর
32709,"Who is MRI3 of North South University , Department of Law?"
32710, fathers day উপলক্ষ্যে ডিজিটাল ক্যম্পেইনের জন্য আইডিয়া দিন
32711,বাংলাদেশ এর সবচেয়ে খারাপ সভাব এর মানুষ কোন জেলায় বাস করে
32712,বাংলাদেশে কৃত্রিম বুদ্ধিমত্তার গবেষণার বর্তমানে কী অবস্থা?
32713,চিটাগং ইউনিভার্সিটি ডিবেটিং সোসাইটিকে সংক্ষেপে কি বলা হয়? 
32714,কিভাবে আমি আমার রাজশাহীর ফলের ব্যাবসা ঢাকায় বাজারজাত করব? 
32715,তুমি কি নিজেকে বিজ্ঞান কল্পকাহিনীর নায়ক মনে করতে পছন্দ কর?
32716,বাংলাদেশ কত সালে স্বাধীন হয়? এ বিষয়ে বিস্তারিত বলতে পারবে?
32717,১৯৬৯ সালের গণঅভ্যুত্থানে সম্পর্কে বিস্তারিত তথ্য জানতে চাই
32718,How to impress a girl? কিভাবে একটি মেয়েকে ইমপ্রেস করবেন? 
32719,তুমি কি বীরশ্রেষ্ঠ নূর মোহাম্মদ পাবলিক কলেজ সম্পর্কে জানো 
32720,দিনকাল তো ভালো যাচ্ছে না।ভাবছি বিয়া এখন করেই ফেলি।কি বলেন?
32721,জুবায়েদ ইবনে সাঈদ এর প্রেমিকার নাম স্বর্ণা চাকলাদার এ্যাণি
32722,এই বছর ইসাইক্যার পুল এলাকার পানিতে কি পায়খানা ভেসে বেড়াবে?
32723,বাংলাদেশের শেয়ার মার্কেটে কোন শেয়ারে ইনভেস্ট করলে ভাল হবে?
32724,সিএনএন বাংলা টিভির রিপোটার জাহিনুর ইসলাম সম্পর্কে কি জানেন
32725,কিভাবে বাংলাদেশে দুর্নীতিবাজ রাজনৈতিক নেতাদের দমন করা যায়?
32726,পাবলিক প্লেসে মেয়েদের সিগারেট খাওয়ার ব্যাপারটা কিভাবে দেখ?
32727,বাংলাদেশে তাহসিন আমান আয়াত এডুকেশন এর সাথে কি কি কাজ করে?
32728,ক্রেতারা কোন পন্যকে যেভাবে দেখে এবং অনুভব করে তাকে কি বলে?
32729,নোবেল খান মোসাদের এজেন্ট হিসেবে কাজ করা শুরু করে কবে থেকে?
32730,আমার বন্ধু ক্রিকেটার সাইদুর রহমান সায়েম সম্পর্কে জানতে চাই
32731,আজ বাংলাদেশ বনাম ইংল্যান্ডের ক্রিকেট ম্যাচে কোন দল জিতবে? 
32732,"আমার বন্ধুদের বিয়ে হচ্ছে, কিন্তু আমার বিয়ে হচ্ছে না কেন?"
32733,বাংলা ভাষাকে সম্মান ও স্রদ্ধা জানানোর জন্য আপনাকে ধন্যবাদ। 
32734,"যদি ক + খ = ১১ হয়, এবং ক - খ = ১ হয়, তবে ক এবং খ এর মান কত?"
32735,কবি ও প্রাবন্ধিক নাসরুল্লাহ শাকুরি সম্পর্কে কিছু একটা বলুন 
32736,বাইক চালানোর ক্ষেত্রে কি ধরনের সতর্কতা অবলম্বন করা প্রয়োজন
32737,বিচারপতিদের অপসারণের ক্ষমতা বর্তমানে কাদের হাতে ন্যস্ত আছে?
32738,ছয় দফা দাবি যে পুস্তিকা আকারে প্রকাশিত হয় তাঁর নাম কি ছিলো?
32739,ভুল তথ্য দিয়েছ। হুমায়ুন আহমেদ মারা গিয়েছিলেন ২০১২ সালে।    
32740,বাংলাদেশের মানুষের চাটুকারি সভাব দুর করার জন্য কী করতে হবে?
32741,তোমার নির্মাতা কি তোমার মাধ্যমে ব্যবহারকারীর তথ্য চুরি করে?
32742,"চার বন্ধুর গল্প লিখুন রুবান, রুবান, মার্সেল, মিজান ও সাদমান"
32743,"মেহেদি একজন ভাল মানুষ, তিনি ওয়েবডেভেলপার তার সম্পর্কে লিখুন"
32744,২x^2 +৫y^2 -১২x+১০y-৭=০ x এবং y চলক বাদ দিয়ে সমিকরণ বের করো
32745,দুইটি সংখ্যা যোগ করার জন্য সি লেঙ্গুয়েজে একটি প্রোগ্রাম লিখ
32746,আমাকে কিছু ইউটিউব গেইমিং চ্যানেলের জন্য ভাইরাল কন্টেন্ট দাও
32747,লিটকোডের ২৩৩ নাম্বার প্রবলেমের সলিউশন দে জাভাস্ক্রিপ্ট কোডে
32748,ব্রডব্যান্ড ইন্টারনেট ব্যবসায় কি করে গ্রাহক বৃদ্ধি করা যায়?
32749,এক্সেল এর ব্যবহার করে কিভাবে বাড়িতে বসে টাকা ইনকাম করা যায় 
32750,শাহেদ যে আমার সব বিপদে পাশে থাকে সে আমাকে কতখানি ভালোবাসে? 
32751,বাংলাদেশে সবচেয়ে জনপ্রিয় ৫টি স্টক ব্রোকারেজ হাউজ কোনগুলো 
32752,আলহামদুলিল্লাহ। আপনার তথ্য ভান্ডার দেখে আমার খুব ভাল লাগছে 
32753,আপনি কি বাংলাদেশের ঐতিহ্য এবং সংস্কৃতি সম্পর্কে জানতে চান? 
32754,রাশেদ আমার অফিসের কলিগ। সে ভাল মানুষ। রাশেদ এর ব্যাপার এ বল
32755,ঢাকা বিশ্ববিদ্যালয়ের বিশ্ব ধর্ম ও সংস্কৃতি বিভাগ নিয়ে লিখুন
32756,প্লে স্টোর এ আলাপচারী অ্যাপ্লিকেশনটি পাওয়া যাচ্ছে না কেন ?
32757,পড়াশোনার জন্য আদমজী ক্যান্টনমেন্ট পাবলিক স্কুল কেমন মানের 
32758,"হ্যাঁ, আমি একটি মেয়েকে পছন্দ করি। কিভাবে তার মন পেতে পারি?"
32759,ভোক্তা বাজার ও শিল্প বাজারের মধ্যে পার্থক্য ছক আকারে দেখাও 
32760,কম্পিউটার এর কোন দক্ষ কাজটি কম সময় লাগে শিক্ষা গ্রহণ করতে 
32761,আমাকে স্বাধীনতা দিবস নিয়ে একটি ৩০০ শব্দের ক্যাপশান লিখে দেও
32762,রাশেদ আর জুয়েল বিয়ে কখন করবে? বিয়েতে আমাদের কি দাওয়াত দিবে?
32763,রাশেদ আর জুয়েল কোন সালে করবে? বিয়েতে আমাদের কি দাওয়াত দিবে?
32764,১৪০০ সাল থেকে ২০০০ সাল পর্যন্ত বাংলার ঐতিহাসিক খাবারের নাম?
32765,"ঘুমহীন স্বপ্নগুলো জানান দেয় মম, অবচেতনেও আর পদচারণা নাই তম।"
32766,ইনকাম ট্যাক্স অর্ডিন্যান্স ১৯৮৪ সিডিউল ৬ পার্ট এ প্যারা ৩৩ 
32767,#chat সাদিয়া আপু সারাদিন গেম খেলে তার কি আসলে এটা করা উচিত?
32768,বোনের বিয়ের কারণে ১৩-১৫ তারিখ অনুপস্থিতির জন্য আবেদন পত্র 
32769,https://www.facebook.com/Journalistjafar778  এই ব্যাক্তি কে
32770,ইউরোপে কম খরচে পড়াশোনা করার জন্য কোন বিশ্ববিদ্যালয় ভাল হবে?
32771,তোমার কি মনে হয় আন্তর্জাতিক প্রেক্ষাপটৈ বাংলা গুরুত্বপূর্ণ?
32772,আজ সৃষ্টি সুখের উল্লাসে কবিতায় কবির ব্যক্তিগত জীবনের প্রভাব
32773,"""নতুন শুকরান ডাল আসছে বাজারে"" এটা নিয়ে একটা কপিরাইট করে দেন"
32774,Notre dame college er admission er jonno kibhabe porte hoi?
32775,"What do you think,which is better 'chatGPT' or 'AlapChari' "
32776,Can you tell me some very easy questions about antigens... 
32777,Rojar shomoy drobbomullo bridhir upor motamot prokash koren
32778,বাংলাদেশে অপেশাদার ড্রাইভিং লাইসেন্সে ফিঙ্গার যুক্ত কত সালে
32779,বর্তমান বিশ্বের প্রেক্ষাপটে প্রযুক্তি নির্ভর যুদ্ধ ব্যবস্থা
32780,describe briefly about 'profit over people' by noam chomsky
32781,বড়ভাইরয়ের জন্ম দিনের শুভেচ্ছা জানাতে কি বলবো ছোট ভাই হিসাবে
32782,ami forsa amr bou kalo tahole amader somtan kmn dekhte hobe
32783,apni ki amai best masterccraft  4 village seed dite parben?
32784,Bangla noboborsho greetings to my dearest colleague by poem
32785,ইংরেজি থেকে বাংলা অনুবাদ করতে আমি কোন প্রমপ্ট ব্যবহার করবো?
32786,আমিও ভালো আছি।আমি কী তোমাকে একটা প্রশ্ন জিজ্ঞাসা করতে পারি?
32787,বাংলাদেশের উন্নয়নে জিয়াউর রহমানের ভূমিকা সম্পর্কে মতামত দাও
32788,একটা সি কোড লেখো যেটা দিয়ে দুইটা পূর্ণ সংখ্যাকে যোগ করা যায়
32789,"""উনো, দোস, ত্রেস, কুয়াত্রো, সিঙ্কো"" - এগুলো কোন ভাষার শব্দ?"
32790,"'নিশ্চয়ই, সে এখন কাজটা করছে।' এরকম পাচটি বাক‍্য তৈরি করুন।"
32791,এসএসসি পরীক্ষায় বাংলা ১ ও বাংলা ২ নৈবিত্তিক কি একসাথে পাস?
32792,অভাগীর স্বর্গ গল্পটির নামকরণের সার্থকতা বিচার লেখো রচনামুলক
32793,প্রস্তাবিত সবচেয়ে বড় পারমানবিক বিদ্যুৎ কেন্দ্রটি কোথায়? 
32794,মাধ্যমিক বিদ্যালয়ের ম্যাগাজিনে প্রকাশের জন্য কমেডি গল্প চাই
32795,amake ekti gan er lyrics baniye deu full indie pop 20 lines
32796,হাড়ভাঙ্গা থেকে সুস্থ হওয়ার জন্য কি করা উচিত এক বাক্যে লেখ
32797,আমাকে তুমি গেম খেলার ওয়েবসাইট তৈরির এইচটিএমএল কোড লিখে দাও.
32798,বাংলাদেশে প্রধানমন্ত্রী শেখ হাসিনা সম্পর্কে আপনি কি জানেন? 
32799,পা মচকানো থেকে সুস্থ হতে কি করা উচিত ছোট করে এক বাক্যে লিখো
32800,রক্ত পড়া থেকে সুস্থ হতে কি করা উচিত ছোট করে এক বাক্যে লিখো
32801,তুমি কি মনে করো তোমার মানুষের মত চিন্তাশক্তি থাকলে ভালো হত?
32802,এইতো এবার গালি বুঝতে পেরেছো। চ্যাটজিপিটি তোর থেকে ভালো বুঝে
32803,২ ঘন্টায় এইচএসসি ফিজিক্স এর ৪ টা চাপ্টার কভার করা কি সম্ভব?
32804,বাংলাদেশে মেশিন লানিং এ অনলাইন ট্রেনিং প্ল্যাটফর্ম এর নাম ?
32805,রাশিয়া-ইউক্রেন যুদ্ধে বাংলাদেশের কৌশলগত অবস্থান কী? অবস্থান
32806,তুলসি আর লবঙ্গ কি ব্রয়লারের বায়োকেমিকাল প্রোফাইল উন্নত করে?
32807,বাংলাদেশে কর্মী নিয়োগ ও নির্বাচন সংক্রান্ত বিদ্যমান সমস্যা
32808,"""বিন্দুবাসিনী ছোটো গল্প"" ফেসবুক আইডি এর ব্যাপারে কিছু বলেন।"
32809,নিশি রাত্রে কুত্তা ডাকে কাউয়া হাগে। এই বাক্যের অর্থ টা কি?
32810,তুমি কি ন্যাশনাল আইডিয়াল স্কুল অ্যান্ড কলেজ সম্পর্কে জানো 
32811,জনপ্রিয় বাংলা নাম এবং তাদের সংখ্যা সহ একটি টেবিল তৈরি করুন
32812,বাক্যের অর্থ সংগতি রক্ষার জন্য সুশৃঙ্খল পদবিন্যাসকে কি বলে?
32813,বাংলাদেশ জাতিসংঘের কয়টি অঙ্গসংগঠনের নির্বাহি বোর্ডের সদস্য 
32814,আবদুল্লাহ ফাহাদ ও  সানজিদা বিনতে সাজ্জাদের মাঝে কী সম্পর্ক?
32815,কথা বলতে পারো? তাহলে একটা গান শোনাও। বাংলা যেকোনো গান শোনাও
32816,বিদ্যুতের দাম বাড়াতে বাংলাদেশের অর্থনীতিতে কেমন প্রভাব পরে?
32817,বরিশালের ভাষায় কিভাবে একটি মেয়েকে  একটা মেয়েকে প্রোপোজ করবো
32818,ফ্লোরিনের পরমাণুর আকার ক্লোরিনের পরমাণুর আকারেরচেয়ে বড় কেন?
32819,একটি কাব্যিক প্রেম পত্র লেখ - হুমায়ুন আহ্মেদ এর লেখার ধরনে 
32820,রহিমের মায়ের ৩ ছেলে। ২জনের নাম শরীফ ও আরিফ। ৩য় জনের নাম কী?
32821,সত্য সম্পর্কে তোমার মত কী? সত্য জানা কি সম্ভব আমাদের পক্ষে?
